Carlos,53573,(88) 91388-1264,20,337,5,49.97,1.31,Antialérgico,tosse
Beatriz,46544,(88) 94518-7373,49,276,3,45.41,1.74,Omeprazol,dor de cabeça
João,77235,(88) 94143-9452,55,227,1,117.55,1.44,Omeprazol,dor muscular
João,38698,(88) 92760-3157,79,388,3,35.15,1.70,Ibuprofeno,dor muscular
Beatriz,62196,(88) 92784-8574,79,237,4,44.42,1.50,Antialérgico,cansaço
Lucas,37077,(88) 91719-2933,34,278,2,37.55,1.66,Amoxicilina,febre
Lucas,65426,(88) 99521-3587,11,257,1,118.96,1.94,Ibuprofeno,náusea
Fernanda,58533,(88) 96330-3206,85,205,4,44.54,1.80,Omeprazol,dor de cabeça
João,86235,(88) 98988-5012,64,275,0,43.95,1.53,Ibuprofeno,febre
Pedro,72712,(88) 97040-3963,59,276,1,110.09,1.73,Paracetamol,cansaço
Sofia,31692,(88) 93526-1500,65,166,1,107.68,1.25,Ibuprofeno,dor abdominal
João,62466,(88) 95570-6926,5,36,3,113.76,1.30,Omeprazol,tosse
Pedro,35708,(88) 96408-9439,48,147,2,60.11,1.52,Amoxicilina,dor muscular
Lucas,41756,(88) 94711-6162,0,321,4,46.55,1.63,Dipirona,dor abdominal
João,42104,(88) 96422-6242,18,185,4,114.82,1.68,Amoxicilina,náusea
Pedro,49412,(88) 98276-9411,22,238,1,38.20,1.41,Amoxicilina,dor de cabeça
Ricardo,88599,(88) 94276-6234,66,66,0,109.68,1.92,Dipirona,cansaço
Ana,45102,(88) 92856-9890,2,78,0,72.37,1.75,Amoxicilina,náusea
Sofia,10986,(88) 94283-4289,19,42,3,101.86,1.74,Paracetamol,náusea
Lucas,91854,(88) 91469-6112,5,223,1,37.43,1.91,Amoxicilina,cansaço
Pedro,85318,(88) 99213-1922,46,271,4,106.16,1.83,Amoxicilina,dor abdominal
Maria,69498,(88) 94892-2924,33,208,2,108.91,1.62,Omeprazol,dor de cabeça
Carlos,86061,(88) 99336-1765,93,23,1,94.43,1.64,Dipirona,dor muscular
Sofia,23456,(88) 97331-8305,48,174,3,102.07,1.63,Antialérgico,febre
Ana,26212,(88) 91442-7726,4,262,2,89.35,1.75,Omeprazol,tosse
Maria,60503,(88) 98339-7638,46,237,2,62.26,1.94,Dipirona,dor muscular
João,53289,(88) 95017-6836,7,24,5,95.39,1.24,Antialérgico,cansaço
Ricardo,70116,(88) 91570-8661,6,60,0,37.80,1.60,Antialérgico,tosse
Ricardo,55454,(88) 91280-3901,99,324,2,47.21,1.94,Amoxicilina,dor muscular
Sofia,23100,(88) 95721-7726,80,87,2,93.49,1.84,Ibuprofeno,dor abdominal
Pedro,42469,(88) 97955-4905,31,366,2,64.07,1.69,Ibuprofeno,tosse
Ana,88978,(88) 96693-3733,61,144,0,89.68,1.64,Omeprazol,tosse
Fernanda,12249,(88) 91278-9978,53,88,0,96.96,1.89,Paracetamol,dor de cabeça
Sofia,55458,(88) 94561-9231,6,71,1,33.85,1.45,Dipirona,dor abdominal
Pedro,56384,(88) 93407-3510,37,92,2,83.08,1.98,Omeprazol,náusea
Carlos,39545,(88) 97080-8914,48,107,4,93.43,1.59,Ibuprofeno,dor abdominal
João,70395,(88) 99680-6830,25,20,3,118.35,1.22,Ibuprofeno,náusea
Ana,20571,(88) 95645-1385,29,100,4,103.50,1.36,Antialérgico,dor de cabeça
Fernanda,48994,(88) 93989-1294,39,343,2,81.17,1.73,Ibuprofeno,dor de cabeça
Beatriz,89998,(88) 91115-6282,75,44,0,116.66,1.75,Paracetamol,dor muscular
Pedro,17720,(88) 95919-3580,82,272,2,105.33,1.40,Paracetamol,dor de cabeça
Carlos,43498,(88) 99628-8660,5,396,2,66.87,1.79,Ibuprofeno,náusea
Carlos,40576,(88) 96794-7025,28,291,0,85.68,1.48,Amoxicilina,dor de cabeça
Ana,66187,(88) 94152-4838,73,255,5,104.16,1.50,Antialérgico,febre
Beatriz,57896,(88) 91513-5695,17,366,3,64.88,1.57,Amoxicilina,dor de cabeça
Carlos,53810,(88) 98460-8963,47,395,4,62.64,1.57,Omeprazol,náusea
Ricardo,79419,(88) 91045-3485,18,371,1,55.14,1.97,Paracetamol,cansaço
Beatriz,53655,(88) 91721-9639,91,148,5,86.22,1.23,Omeprazol,dor muscular
Sofia,71821,(88) 96200-7521,59,325,4,91.33,1.96,Omeprazol,dor abdominal
Ana,28409,(88) 98462-9033,51,397,3,71.47,1.25,Antialérgico,náusea
Sofia,52191,(88) 91211-7032,17,228,0,80.74,1.66,Ibuprofeno,dor de cabeça
Ana,74902,(88) 99849-3353,7,291,5,72.09,1.58,Antialérgico,náusea
Maria,65923,(88) 92259-1365,49,100,4,33.69,1.35,Dipirona,dor de cabeça
Lucas,29427,(88) 97527-8136,0,361,5,75.41,1.83,Dipirona,dor muscular
Beatriz,61766,(88) 92904-5216,47,275,1,37.98,1.83,Ibuprofeno,dor abdominal
Fernanda,73882,(88) 94170-5105,36,286,2,109.66,1.24,Amoxicilina,dor de cabeça
Ricardo,66331,(88) 97871-6984,66,157,3,52.39,1.36,Amoxicilina,náusea
Ricardo,25259,(88) 91334-2432,92,100,4,40.32,1.27,Omeprazol,dor de cabeça
Beatriz,54969,(88) 91316-5660,51,384,2,93.34,1.86,Dipirona,dor abdominal
Sofia,28576,(88) 93283-8629,86,89,2,100.86,1.82,Ibuprofeno,dor muscular
Sofia,42984,(88) 95184-8185,3,38,2,64.47,1.61,Ibuprofeno,febre
Lucas,39831,(88) 99312-9139,43,380,3,30.62,1.45,Omeprazol,tosse
João,28814,(88) 94766-9976,52,295,0,34.35,1.47,Dipirona,náusea
Ricardo,18025,(88) 96571-8298,61,189,5,119.94,1.74,Dipirona,dor muscular
Ana,52131,(88) 98351-1582,84,48,2,105.89,1.41,Amoxicilina,tosse
Ricardo,57755,(88) 92856-2045,63,223,2,91.86,1.62,Dipirona,dor muscular
Fernanda,72612,(88) 91911-2658,53,173,5,100.38,1.85,Amoxicilina,cansaço
Sofia,24183,(88) 96693-4837,96,91,3,100.20,1.57,Ibuprofeno,febre
João,36288,(88) 96099-6527,18,142,1,106.64,1.97,Paracetamol,tosse
Fernanda,31954,(88) 93425-7457,98,15,1,54.42,1.36,Omeprazol,dor de cabeça
Ana,45679,(88) 92991-4125,40,104,4,42.00,1.77,Antialérgico,dor de cabeça
Pedro,48008,(88) 91835-3944,94,264,3,78.55,1.43,Ibuprofeno,febre
Sofia,19351,(88) 96833-6136,63,293,5,41.39,1.49,Dipirona,náusea
Lucas,88132,(88) 94505-3150,11,356,1,43.64,1.60,Omeprazol,febre
Fernanda,81368,(88) 93110-4315,60,40,2,85.39,1.28,Omeprazol,febre
Carlos,48942,(88) 99133-2181,96,107,0,71.59,1.90,Antialérgico,náusea
Lucas,63316,(88) 97638-9379,83,330,0,40.54,1.53,Omeprazol,tosse
Sofia,84609,(88) 95086-2956,12,283,2,78.75,1.33,Ibuprofeno,dor abdominal
Maria,72128,(88) 97987-3699,53,385,4,75.65,1.31,Antialérgico,dor muscular
Ricardo,57335,(88) 95145-8865,64,177,3,70.24,1.40,Ibuprofeno,dor muscular
Ricardo,68804,(88) 91497-7126,87,19,0,117.56,1.61,Omeprazol,náusea
Ricardo,13812,(88) 95147-7186,3,272,1,79.40,1.25,Amoxicilina,dor muscular
Pedro,17964,(88) 91733-7187,83,248,1,33.56,1.48,Amoxicilina,cansaço
Ana,75096,(88) 96669-6409,24,251,2,116.30,1.64,Paracetamol,dor muscular
João,35756,(88) 96085-5168,99,59,5,107.41,1.94,Paracetamol,cansaço
Pedro,32428,(88) 97190-5225,60,258,1,117.07,1.92,Antialérgico,dor de cabeça
Beatriz,11239,(88) 93324-7829,41,397,1,84.01,1.30,Amoxicilina,febre
Carlos,55610,(88) 91092-4726,0,11,0,81.48,1.72,Paracetamol,tosse
